"trans_date_trans_time","merchant","category","amt","gender","city","state","city_pop","job","dob","trans_num","is_fraud"
"9/12/2019 14:06","fraud_Waters-Cruickshank","health_fitness",61.17,"F","Haynes","AR",222,"Programmer, applications","5/19/1963","56034cb9ecee2e5a7bcbb054bdba273b",0
"12/24/2019 1:14","fraud_Doyle Ltd","grocery_pos",92.18,"M","Christine","ND",291,"Television floor manager","5/1/1991","d4ac8b447b3ed279b0da104c87cb0b23",0
"3/6/2019 6:53","fraud_Kuhic LLC","shopping_net",9.33,"M","Greenwich","NJ",804,"Insurance risk surveyor","3/25/1965","5f7d70d7ae16b3da319b8d1c84f1ca1f",0
"3/3/2020 22:55","fraud_Reichert, Rowe and Mraz","shopping_net",2.55,"F","Paauilo","HI",1490,"Scientist, research (maths)","4/13/1991","6bfa6f07c6b2fcc385e07ebf1182566f",0
"9/9/2019 19:49","fraud_Towne, Greenholt and Koepp","shopping_net",5.34,"F","Ronceverte","WV",4575,"Statistician","10/22/1991","f594c6d568bd00aa710b634cf4645fa1",0
"3/7/2020 12:56","fraud_Cole, Hills and Jewess","home",19.95,"F","Marathon","TX",498,"Lexicographer","11/23/1990","5d3c24d09759bd1183d20a49b77f7582",0
"9/18/2019 1:02","fraud_Bartoletti-Wunsch","gas_transport",80.66,"F","Stanchfield","MN",2607,"Lecturer, further education","12/4/1995","679e0c6ab892e060adcb553b7c65057a",0
"12/6/2019 2:25","fraud_Rempel Inc","shopping_net",93.32,"M","Acworth","NH",477,"Naval architect","4/15/1988","fa57516d86cc769a8ea357c06511a26c",0
"1/24/2019 19:30","fraud_Prosacco, Kreiger and Kovacek","home",56.68,"M","Dallas","TX",1263321,"Drilling engineer","6/28/1959","c1c576de31be0d10d1ed1397c3dbfe04",0
"2/9/2019 7:46","fraud_Ruecker, Beer and Collier","shopping_net",5.3,"M","Greenwich","NJ",804,"Insurance risk surveyor","3/25/1965","328b19161eb680628cf2b48e12f9bb29",0
"1/8/2019 17:59","fraud_Jerde-Hermann","travel",2.55,"M","Paint Rock","AL",653,"Paediatric nurse","6/19/1966","987c92a60f1a8f5adfe1d4420966a258",0
"12/16/2019 20:51","fraud_Zemlak, Tillman and Cremin","personal_care",100.49,"M","Mooresville","NC",69793,"Control and instrumentation engineer","12/8/1953","e7509135b0e26724530399af832f9f25",0
"6/8/2019 0:09","fraud_Boyer-Reichert","shopping_net",23.35,"F","Sturgis","MS",1923,"Medical physicist","1/16/1960","6ace8ad36ccc00d5a2516cc48b112e54",0
"1/22/2019 14:02","fraud_Shanahan-Lehner","personal_care",20.52,"M","Ragland","AL",4159,"Educational psychologist","2/3/1998","8563f6db53dec16754a014a9c6f6dcdd",0
"10/14/2019 20:33","fraud_Larkin Ltd","kids_pets",100.71,"F","White Sulphur Springs","WV",5216,"Community development worker","10/5/1993","cc6a484ecf97f3bb225ab7ba62ca80ad",0
"6/12/2019 18:14","fraud_Padberg-Sauer","home",48.04,"F","Littleton","CO",320420,"Water engineer","7/31/1975","559bd7c79cf93d845670af12294fe10a",0
"6/15/2019 10:05","fraud_Rau and Sons","grocery_pos",134.18,"M","Ruth","NV",450,"Interpreter","8/24/1946","1aaf8ffed139eaf3c6983571988f6782",0
"6/13/2019 16:06","fraud_Schmidt-Larkin","home",62.04,"M","Holliday","TX",2317,"Chief Technology Officer","8/23/1964","eec6f2011a89f05f3773bda0e069d5a4",0
"10/1/2019 20:14","fraud_Daugherty LLC","kids_pets",112.37,"F","Red River","NM",606,"Surveyor, land/geomatics","9/6/1988","d5d86ce88a914a8bae790d641a5d1bc0",0
"1/1/2019 21:43","fraud_Lubowitz-Walter","kids_pets",54.98,"M","Fort Washakie","WY",1645,"Freight forwarder","2/26/1976","cb130a5560a8593c43612c21ef9808c2",0
"9/11/2019 18:49","fraud_Rau-Grant","kids_pets",219.09,"M","Mc Veytown","PA",4653,"Nutritional therapist","7/1/1997","667234efa54e7f82747eeddd7f63038f",0
"9/23/2019 23:29","fraud_Botsford and Sons","home",84.97,"F","Port Gibson","NY",207,"Database administrator","9/27/1962","c6f1066ed5b6e5b3bb0d7ccdb32148ae",0
"3/15/2019 11:14","fraud_Pacocha-O'Reilly","grocery_pos",101.56,"F","Halstad","MN",771,"Scientist, audiological","6/14/1972","e1d3e92ee10262846f8297ed498332d5",0
"7/28/2019 8:43","fraud_Lind, Huel and McClure","gas_transport",59.51,"M","Hatch","UT",258,"Geoscientist","11/24/1961","c05e3b51293a98b3ee05b50377e03ad1",0
"10/17/2019 2:58","fraud_Zieme, Bode and Dooley","gas_transport",63.79,"F","Heart Butte","MT",743,"Water engineer","5/4/1972","557160f010dc5876ad101627199702cf",0
"8/15/2019 17:25","fraud_Witting, Beer and Ernser","home",35.42,"M","Haines City","FL",33804,"Exercise physiologist","1/1/1991","e2a6e9cc4064ff1688fce3681fa6c183",0
"4/7/2019 9:05","fraud_Moen, Reinger and Murphy","grocery_pos",134.08,"F","Gadsden","AL",67082,"Physiological scientist","2/9/1963","6601af3cca89671bc338b09e07a0ef39",0
"3/6/2020 0:57","fraud_Berge LLC","gas_transport",51.97,"F","Barneveld","NY",1684,"IT trainer","3/1/1994","e8eb29b4ee52cb7ac948577f5e80fb1f",0
"3/4/2020 23:32","fraud_Bahringer-Streich","food_dining",3.73,"F","Blairsden-Graeagle","CA",1725,"Chartered legal executive (England and Wales)","5/27/1967","81cff8b3ba3e97e911aea0f3f5656733",0
"7/21/2019 12:34","fraud_Maggio-Fahey","misc_pos",16.46,"F","Bauxite","AR",4074,"Scientist, audiological","12/20/1975","d76a727af9edef34ef5a2494e34b38df",0
"4/4/2019 7:31","fraud_Roob LLC","grocery_net",14.38,"F","Birmingham","IA",888,"Camera operator","3/25/1988","69e6266bfc129a78a842d7474a723f3a",0
"12/23/2019 14:53","fraud_Hermiston, Russel and Price","food_dining",7.75,"F","Pembroke Township","IL",2135,"Psychotherapist, child","5/8/2004","f1958e0124568c92735ea8b5652aa185",0
"1/14/2020 9:55","fraud_Torp-Labadie","gas_transport",48.43,"F","Scotland","MD",313,"Insurance underwriter","3/26/1976","0ed2f2a574915826476f5e22dfe80df9",0
"1/8/2019 10:48","fraud_Torp-Labadie","gas_transport",81.68,"M","Humble","TX",194500,"Tax adviser","12/18/1990","438a45848cdbe5ce06f140f4e309ca24",0
"7/12/2019 13:14","fraud_Fahey Inc","kids_pets",64.58,"F","Santa Monica","CA",92043,"Civil engineer, contracting","4/25/1961","0967d24a9d3f40d88338fd977b96e1a1",0
"9/20/2019 18:20","fraud_Mayert Group","shopping_pos",8.1,"F","Smiths Grove","KY",6841,"Therapist, sports","6/6/1999","e5fedfd7bcdd8b41a07f979e9babfecf",0
"5/5/2019 12:38","fraud_Spencer PLC","entertainment",105.89,"F","Brandon","VT",5895,"Scientist, marine","7/13/1975","e611a0b1f324afc69fb6c3b960dbd680",0
"3/6/2019 15:55","fraud_Gutmann, McLaughlin and Wiza","home",19.97,"F","O Brien","TX",178,"Warden/ranger","6/14/1983","d245f0aee0ea915b0f340e1e37090a21",0
"11/25/2019 16:20","fraud_Hettinger, McCullough and Fay","home",2.92,"M","Holliday","TX",2317,"Chief Technology Officer","8/23/1964","c5603e67108de54238a79ecec4751396",0
"6/16/2019 21:51","fraud_Fadel Inc","health_fitness",15.9,"F","Fulton","SD",355,"Financial adviser","6/26/1955","8dd22eac157500952af0685d02280d7e",0
"7/28/2019 19:13","fraud_Gleason and Sons","kids_pets",38.8,"M","Big Indian","NY",397,"Psychiatrist","9/12/1931","413042943f0df23b708345aaf0fb6d11",0
"11/23/2019 12:19","fraud_Veum-Koelpin","travel",7.74,"F","Goodrich","MI",6951,"Learning disability nurse","6/18/1985","567d7c85c92b9ad0289abfb97eeb7d57",0
"9/21/2019 11:04","fraud_Murray-Smitham","grocery_pos",160.92,"F","Dell City","TX",579,"Hydrogeologist","11/26/1945","e3262ee2eaefd6ac75c9014746a8325d",0
"8/26/2019 15:45","fraud_Champlin-Casper","home",78.25,"M","Shelter Island","NY",1858,"Clinical biochemist","3/3/1984","b0c9b472171d751e607188ef042daf6d",0
"2/2/2020 11:47","fraud_Torp-Labadie","gas_transport",48.58,"M","Brashear","MO",805,"Private music teacher","6/27/1970","15c1966b9e76abc54eacaf7ecc239a94",0
"4/11/2019 7:30","fraud_Howe Ltd","misc_pos",95.27,"F","Sun City","CA",54287,"Designer, exhibition/display","9/22/1972","dcdf6c041187c6042ef091007ef7cfe2",0
"8/28/2019 21:57","fraud_Labadie LLC","personal_care",68.2,"F","Meridian","TX",2526,"Phytotherapist","11/12/1970","15c53a0100fd2de125e6176b866a8566",0
"12/1/2019 8:29","fraud_Conroy-Cruickshank","gas_transport",59.25,"M","Kensington","MD",19054,"Operations geologist","9/8/1976","800ef81838ba3097e090381624cd97dc",0
"3/3/2019 17:26","fraud_Howe PLC","entertainment",125.96,"F","Odessa","MO",9512,"Clinical research associate","12/31/1972","36bbfabf914aba337771ed77c4d6dd8f",0
"3/5/2019 11:07","fraud_Heidenreich PLC","grocery_pos",32.48,"M","Muskegon","MI",128715,"Historic buildings inspector/conservation officer","5/25/1995","ac0a7cca19954e1e9b188f4ccd26cfe3",0
"12/10/2019 6:12","fraud_Hermann and Sons","shopping_pos",5.17,"F","Lahoma","OK",1078,"Programme researcher, broadcasting/film/video","7/6/1952","8b197a6ebc6bbad69ec440738cb99bf0",0
"5/30/2019 16:31","fraud_Reichert, Shanahan and Hayes","shopping_net",9.88,"F","Achille","OK",608,"Seismic interpreter","5/27/1993","caad89229d5e37548dbda4ff784b9a8b",0
"10/26/2019 16:16","fraud_Renner Ltd","home",16.31,"F","Blooming Grove","TX",1563,"Financial adviser","3/4/1978","3b688b1b8df44085ff3defb7166d98f2",0
"10/6/2019 13:05","fraud_Fadel-Hilpert","health_fitness",77.91,"M","Saxon","WI",795,"Television/film/video producer","4/15/1986","c0d6d673dcc7b41a1cde77daf018620e",0
"1/20/2019 11:37","fraud_Ferry, Lynch and Kautzer","misc_net",16.99,"M","Camden","MO",464,"Colour technologist","5/28/1959","43914ed0ec79491a79bbdf940ca85ba5",0
"12/16/2019 1:32","fraud_McDermott-Rice","misc_pos",2.1,"M","Kent","OR",60,"Museum education officer","4/3/1942","4ad065fb95ed01eaec66e96821cf2367",0
"12/2/2019 6:34","fraud_Vandervort-Funk","grocery_pos",92.48,"M","Washington","DC",601723,"Optician, dispensing","7/20/1970","545d5bb472a49830b60029dcb7593800",0
"2/28/2019 15:18","fraud_Beier LLC","entertainment",22.15,"F","Mountain Center","CA",1661,"Therapist, music","9/19/1988","3de0b6c4866e5ee9bcd8f1884ea65a97",0
"4/18/2019 14:11","fraud_Lakin, Ferry and Beatty","food_dining",236.61,"M","Sacramento","CA",757530,"Magazine features editor","4/30/1979","be37739c1249745422b036ab793bc5eb",0
"8/13/2019 3:59","fraud_Monahan, Bogisich and Ledner","misc_pos",89.73,"F","Louisville","KY",736284,"Education officer, museum","9/13/1961","4a529abe821fea326f426d876d92d5b4",0
"12/16/2019 18:53","fraud_Leannon-Ward","food_dining",36.93,"F","Munith","MI",2523,"Geophysicist/field seismologist","3/21/1988","c8aa025a910bc566a52402b3518b6f89",0
"6/25/2019 19:30","fraud_Morissette LLC","entertainment",181.79,"F","White Sulphur Springs","WV",5216,"Community development worker","10/5/1993","641d07d64c836a49171d71d395574c19",0
"7/20/2019 19:06","fraud_Conroy, Balistreri and Gorczany","health_fitness",175.76,"F","Wilmington","NC",186140,"English as a second language teacher","2/8/1983","af036ae57fc368c05f113b5b5e98ada5",0
"6/24/2019 13:04","fraud_Predovic Inc","shopping_net",76.08,"F","Westhampton Beach","NY",3255,"Financial trader","7/8/1978","6bb6494c72d5f1d54c955a58e9d95e39",0
"3/17/2019 21:54","fraud_Weimann-Lockman","kids_pets",26.5,"F","Fenelton","PA",2054,"Operations geologist","8/4/1963","a0650292251a10c8dda81bd63df20ab1",0
"6/23/2019 2:43","fraud_Kling Inc","gas_transport",60.11,"F","Altonah","UT",302,"Sales professional, IT","1/17/1990","4776cbd48e26467bb34a8760a4bccd57",0
"2/15/2019 15:36","fraud_Abshire PLC","entertainment",20.11,"M","Mount Hope","AL",1312,"Librarian, academic","2/1/1955","b3bec6091af27a602b3b6f39d9d2023b",0
"9/23/2019 16:08","fraud_Bernier and Sons","kids_pets",16.58,"F","Indianapolis","IN",910148,"Firefighter","11/30/1975","e7c05517f4c986a0125ed33788d18b90",0
"11/28/2019 3:45","fraud_Olson, Becker and Koch","gas_transport",67.15,"F","Esbon","KS",242,"Tourism officer","7/18/1987","ec752a25f57503b460bb1a8411cca330",0
"12/31/2019 15:11","fraud_Padberg-Sauer","home",7.09,"F","Diamond","OH",2644,"Engineer, biomedical","8/25/1983","358aab5bb5a6cf1c1e46abee6ddce035",0
"1/9/2020 16:29","fraud_Hammes-Beatty","kids_pets",122.7,"M","Oconto Falls","WI",5548,"Mining engineer","9/11/1975","c277ee5e881ae7032f877c95489bde50",0
"1/21/2019 9:18","fraud_Volkman-Predovic","shopping_net",212.82,"F","Blairsden-Graeagle","CA",1725,"Chartered legal executive (England and Wales)","5/27/1967","950704f542ff3a75ce3dc8549dd147ca",0
"5/12/2019 23:58","fraud_Hills, Hegmann and Schaefer","health_fitness",30.51,"F","Coleharbor","ND",307,"Make","8/13/1930","b334d09c27625eece946bfb44561f354",0
"11/8/2019 21:02","fraud_Morissette-Schaefer","personal_care",13.34,"F","Littleton","CO",320420,"Water engineer","7/31/1975","5b2ec7c0855658898b81b94602c4ace2",0
"10/6/2019 16:21","fraud_Cole, Hills and Jewess","home",14.31,"F","Plantersville","AL",1412,"Drilling engineer","11/20/1970","70aff2893df2f3991767d72925f9ace9",0
"6/14/2019 10:35","fraud_Strosin-Cruickshank","grocery_pos",137.52,"M","Port Costa","CA",198,"Armed forces training and education officer","3/31/1959","64beeebc8ffc6c6e1dfc1769a791a7d6",0
"8/2/2019 0:32","fraud_Mosciski, Gislason and Mertz","grocery_pos",49.29,"M","Laredo","TX",248858,"Video editor","1/28/1971","6d4801df166394c493c55d7c623d8b49",0
"7/11/2019 13:59","fraud_Torphy-Goyette","shopping_pos",20.66,"M","Morrisdale","PA",3688,"Advice worker","5/27/1973","46ccb4916c477fff9002f4cd633e24e3",0
"12/30/2019 15:02","fraud_Klocko, Runolfsdottir and Breitenberg","health_fitness",89.74,"M","Spearsville","LA",1758,"Psychologist, forensic","8/8/1957","fd2cacba438bc3e6bc53956c9b758ee1",0
"5/20/2019 6:47","fraud_Smitham-Boehm","grocery_net",33.87,"F","Utica","MO",271,"Land/geomatics surveyor","4/18/1972","5f4d66c5f69bcf77bebc43ee4d225d2e",0
"12/6/2019 12:47","fraud_Johns Inc","entertainment",52.58,"F","Issaquah","WA",50489,"Osteopath","2/29/1984","c78b7a83f0dd664a71cd07273c7644f9",0
"4/23/2019 22:04","fraud_Mohr Inc","shopping_pos",3.09,"M","Winthrop","ME",6025,"Advertising account planner","4/22/1995","2800bc9022cc1207e11c33e3302bb8d5",0
"3/8/2019 17:06","fraud_Hagenes, Kohler and Hoppe","food_dining",3.27,"M","Crownpoint","NM",5662,"IT consultant","4/8/1989","a565dd2f693cb82c960de7e5540a92f9",0
"8/1/2019 18:21","fraud_Erdman-Durgan","health_fitness",75.69,"M","Schaefferstown","PA",823,"Gaffer","7/2/1982","3d878d04cdf3a22b695c444a97b4d957",0
"2/6/2020 5:28","fraud_Murray Ltd","grocery_net",64.86,"F","De Witt","AR",5161,"Electrical engineer","4/8/1993","02db46c1d1066b8eb2c96e34748b3c88",0
"12/7/2019 13:46","fraud_Schoen Ltd","kids_pets",9.39,"F","Heart Butte","MT",743,"Water engineer","5/4/1972","d9abd141e6b4676b83736a2e894d6e8d",0
"1/26/2019 16:51","fraud_Towne LLC","misc_pos",63.02,"F","Altonah","UT",302,"Sales professional, IT","1/17/1990","b822a79f90bcc4e77f48f920d6f8ba8b",0
"1/22/2019 3:16","fraud_Zboncak, Rowe and Murazik","shopping_net",251.77,"M","Seneca","WI",153,"Quantity surveyor","2/14/1962","1acac7df209b9c01bf7ba977bc8d2eb9",0
"7/1/2019 7:39","fraud_Kutch and Sons","grocery_pos",65.05,"F","Heart Butte","MT",743,"Water engineer","5/4/1972","995c2221c3a9e321be0bd263e8da8224",0
"6/21/2019 14:33","fraud_Prosacco LLC","personal_care",50.02,"F","Edisto Island","SC",2408,"Sales professional, IT","7/5/1997","40d2c53643287185976d35846b2e06bc",0
"5/17/2019 13:14","fraud_Erdman-Ebert","personal_care",36.41,"F","Cowlesville","NY",1166,"Colour technologist","6/12/1983","b4628e13246d7965afe2e1af4fa7b87d",0
"1/6/2020 13:38","fraud_Kertzmann LLC","health_fitness",73.91,"M","West Green","GA",782,"Audiological scientist","1/16/1982","d44dae2a561126ac1c0d8d55ebc5718d",0
"12/14/2019 4:15","fraud_Morar Inc","grocery_net",94.75,"F","Newhall","CA",34882,"Health physicist","4/25/1971","86a838de3512a6026e8f5b9aa1efe0d3",0
"12/1/2019 13:08","fraud_Waelchi Inc","kids_pets",119.74,"M","Cadiz","KY",13422,"Commissioning editor","9/3/1961","5d4081c699b2af25086b3b1e2a21f45c",0
"12/29/2019 9:44","fraud_Jenkins, Hauck and Friesen","gas_transport",47.26,"F","Hinesburg","VT",4542,"Claims inspector/assessor","3/19/1998","d2c61ad9ffc53a9eef6984d7028e77ab",0
"10/4/2019 23:49","fraud_Haag-Blanda","food_dining",5.34,"M","Bessemer","AL",71463,"Radio broadcast assistant","2/8/1989","c4f1c98c290d2bc2daec397bfe2de53c",0
"8/21/2019 13:50","fraud_Eichmann-Kilback","home",58.25,"F","Brunson","SC",1725,"Social researcher","12/5/1974","25190d58bb42365e5d85c7fc0107d14f",0
"9/28/2019 9:47","fraud_Emard Inc","gas_transport",58.75,"F","Barnstable","MA",1850,"Counselling psychologist","12/29/1963","9f3e3a3f3ed4e364bec11609867360af",0
"8/20/2019 3:21","fraud_Kilback LLC","grocery_pos",84.68,"F","Rocky Mount","MO",1847,"Tax inspector","10/26/1988","03bec10098ae1c52fd01731fef52496b",0
"10/3/2019 17:02","fraud_Monahan-Morar","personal_care",43.99,"F","Bay Minette","AL",19090,"Science writer","5/30/1929","4bec7ebfc0c95f30fc23dcde5457e126",0
"6/13/2019 1:58","fraud_Monahan, Bogisich and Ledner","misc_pos",31.7,"M","Nazareth","TX",686,"Petroleum engineer","7/30/1980","72c0f5630c13a45669afe1edc7c1176f",0
"4/29/2019 12:55","fraud_Hilpert-Conroy","kids_pets",3.69,"F","Manville","WY",241,"Educational psychologist","12/16/1980","b277e75aa5271b8151486badafa5445d",0
"2/3/2019 12:53","fraud_Cole, Hills and Jewess","home",114.74,"F","Higganum","CT",5438,"Librarian, academic","11/17/1964","b86b02222ac6a251a39ac347f626c245",0
"12/24/2019 17:18","fraud_Roberts, Daniel and Macejkovic","kids_pets",65.29,"M","Payson","IL",1656,"Exhibition designer","8/4/1969","1459b88866af6beb8d592931d259441c",0
"8/26/2019 12:40","fraud_Jacobi and Sons","shopping_pos",3.22,"M","Arlington","VA",207410,"Mudlogger","7/3/1984","a95a0b9df5bfdc99136106651b9e5800",0
"3/7/2020 13:54","fraud_Hammes-Beatty","kids_pets",47.78,"M","Hewitt","WI",828,"Arts development officer","8/19/1991","72587576141d7be4b2aed26156db7ea6",0
"3/24/2019 22:30","fraud_Prosacco LLC","personal_care",9.28,"F","Cuthbert","GA",5726,"Fitness centre manager","8/14/1947","a39a8f1f91d211afdc06d5b3b63e0e38",0
"10/12/2019 20:17","fraud_Pagac LLC","shopping_pos",7.54,"F","Hinckley","OH",7646,"Medical sales representative","9/15/1988","21b87b2d6a7f93f1a10ccf534ab06ea0",0
"12/30/2019 11:29","fraud_Reilly, Heaney and Cole","gas_transport",75.66,"F","Creola","OH",321,"Copywriter, advertising","6/24/1979","f122eb9eebccb4b6971397cd5732e854",0
"9/6/2019 12:03","fraud_Dibbert-Green","entertainment",2.5,"M","Clarinda","IA",7297,"IT trainer","7/13/1990","dfd6c5a3d7f3b1734205060a2e211c9b",0
"2/22/2020 16:34","fraud_Abshire PLC","entertainment",4.8,"F","Beaver Falls","PA",28425,"Podiatrist","6/9/2000","8cd61c543c61321859cf4df6374cd935",0
"12/28/2019 18:17","fraud_Goyette, Howell and Collier","shopping_pos",38.96,"F","Colorado Springs","CO",525713,"Museum/gallery exhibitions officer","5/9/1992","ba6672bf9953f3ac91b63bc6d9de3590",0
"12/11/2019 11:00","fraud_Bahringer-Streich","food_dining",78.32,"M","Burke","VA",43102,"Health visitor","11/27/1950","7c7f5c8eaf181d1708d36365efae9390",0
"12/25/2019 19:45","fraud_Pollich LLC","home",57.94,"F","Mifflin","PA",1909,"Mining engineer","8/22/1954","64b0aae9b5c353008db73153efecf120",0
"2/17/2020 4:51","fraud_Heller, Gutmann and Zieme","grocery_pos",91.04,"M","Claremont","CA",35705,"Wellsite geologist","5/15/1956","0a481a7e3307b2d89258c6c4ff5b491c",0
"10/8/2019 17:03","fraud_Reilly LLC","home",64.93,"M","Oxford","MI",24840,"Agricultural consultant","1/20/1960","a0cae7f8e80ff9437028a91ab93091c8",0
"6/14/2019 16:24","fraud_Parisian, Schiller and Altenwerth","misc_net",4.84,"F","Smiths Grove","KY",6841,"Therapist, sports","6/6/1999","890325064af9bb3255194aadceef70c2",0
"6/27/2019 0:49","fraud_Nitzsche, Kessler and Wolff","shopping_pos",7.13,"F","Adams","WI",3508,"Sport and exercise psychologist","8/11/1946","402bf917aaf524e57e1f941fbfd50b0d",0
"10/6/2019 5:11","fraud_Towne, Walker and Borer","grocery_net",34.3,"M","Woodville","AL",3395,"Editor, commissioning","1/21/1979","a99c5560c5306de6301e6f82aad41976",0
"12/6/2019 21:14","fraud_Schneider, Hayes and Nikolaus","food_dining",74.82,"M","Rockwood","PA",3684,"General practice doctor","1/10/1976","4562eb728cdb46a787d26190a89d4859",0
"12/30/2019 20:23","fraud_Dare-Marvin","entertainment",51.15,"F","West Sayville","NY",4056,"Film/video editor","6/25/1990","1210624a8814ff62cc3335e2781b8568",0
"9/12/2019 11:41","fraud_Mosciski, Gislason and Mertz","grocery_pos",152.62,"F","Gardiner","OR",260,"Engineer, maintenance","9/1/1956","eb170529c5b75df31ba0cd2a74b1b4c3",0
"12/2/2019 15:40","fraud_Ankunding-Carroll","travel",1.14,"F","Issaquah","WA",50489,"Osteopath","2/29/1984","49722d5e62c3995646b754e9d74de55e",0
"9/30/2019 7:45","fraud_Larkin, Stracke and Greenfelder","entertainment",3.66,"M","Fairview","NJ",13835,"Programmer, multimedia","5/28/1967","0fe4cd66cc1c1886993a251022f72fe6",0
"12/13/2019 11:16","fraud_Beier-Hyatt","shopping_pos",2.95,"M","Ozawkie","KS",2661,"Theatre director","11/14/1948","a9252a19ab9252e5b41694171fba1d5d",0
"9/5/2019 3:27","fraud_Friesen-Stamm","gas_transport",38.82,"F","Mill Creek","PA",1334,"Archaeologist","12/17/1986","c327d60d5e50ed909f8cbe4edd6e1061",0
"10/1/2019 8:35","fraud_Murray-Smitham","grocery_pos",88.36,"M","Summerfield","TX",53,"Fisheries officer","6/19/1992","dc133de4deafbf5abd2ac86a92b8db2f",0
"8/23/2019 3:47","fraud_Harris Inc","gas_transport",103.05,"F","Tomahawk","WI",9594,"Seismic interpreter","11/23/1997","54946bd4673825f2493fc66830167658",0
"7/6/2019 3:51","fraud_Barton Inc","grocery_pos",114.62,"M","Saxon","WI",795,"Television/film/video producer","4/15/1986","da82d6c1e83c70a976efa321803a9aef",0
"9/25/2019 4:20","fraud_McCullough Group","grocery_net",80.34,"M","Oakland","TN",9496,"Furniture conservator/restorer","3/23/1993","c945257ea9b42eb48d0443eb2f2f9900",0
"6/13/2019 17:41","fraud_Haag-Blanda","food_dining",61.51,"M","Harper","TX",2395,"Pharmacist, community","11/17/1993","fc6c2d1562ba2de860014746a036271c",0
"1/9/2020 9:40","fraud_Koss and Sons","gas_transport",99.79,"F","Miamisburg","OH",36784,"Investment banker, corporate","7/31/1941","11b0a8b24d116832b0a03fb2ad7c5b14",0
"5/30/2019 6:53","fraud_Mraz-Herzog","gas_transport",65.06,"M","Cross Plains","TX",1897,"Chief Operating Officer","4/19/1953","c93810c9335f20f17485e59209623f5e",0
"5/12/2019 0:18","fraud_Friesen-Stamm","gas_transport",51.64,"F","Norman","AR",1383,"Manufacturing engineer","9/11/1999","4689786593c615ffd3e74b583e783e82",0
"6/9/2019 12:27","fraud_Kris-Padberg","shopping_pos",7.67,"F","Tomahawk","WI",9594,"Seismic interpreter","11/23/1997","33b2d4f9256f24bc5d97e5ac96053b45",0
"1/15/2019 6:59","fraud_Parisian, Schiller and Altenwerth","misc_net",36.32,"M","Mount Hope","AL",1312,"Librarian, academic","2/1/1955","3d64bdbaf0ac8713189ee7fee187d8e9",0
"3/24/2019 1:34","fraud_Goldner, Kovacek and Abbott","grocery_pos",100.26,"M","Palermo","ND",229,"Administrator","3/20/1983","1fdf9fdb1cf852df7a455a992850da6c",0
"3/23/2019 17:01","fraud_Monahan, Hermann and Johns","travel",8.89,"F","Slayden","TN",70,"Prison officer","6/22/1956","fdeb06b98f0482c85851870da0338737",0
"8/24/2019 23:24","fraud_Bahringer, Schoen and Corkery","shopping_pos",465.11,"F","Lomax","IL",725,"Environmental consultant","11/28/1972","acc76917a3933e6793dd7751c9241f41",0
"9/29/2019 8:15","fraud_Flatley-Durgan","misc_net",1.74,"M","Mooresville","NC",69793,"Control and instrumentation engineer","12/8/1953","6d95d0db15a214683cf7f26778e9a07d",0
"8/1/2019 15:33","fraud_Gaylord-Powlowski","home",44.74,"F","Des Moines","IA",222785,"Wellsite geologist","1/24/1956","9b8c6ca7f5f93a44208cf1d99d57fa79",0
"7/30/2019 21:42","fraud_Kirlin and Sons","personal_care",2.88,"M","Bronx","NY",1382480,"Therapist, drama","11/9/1990","a75901f54f6759608c388837d5bad071",0
"3/7/2019 21:40","fraud_Fadel, Mertz and Rippin","entertainment",28.22,"M","Lawrence","MA",76383,"Geoscientist","4/4/1985","a50167d0d273c0b6d9eb1b41ee6f9b63",0
"2/10/2019 8:56","fraud_Raynor, Reinger and Hagenes","gas_transport",58.99,"F","Elberta","MI",372,"Exhibitions officer, museum/gallery","7/12/1995","65cb3829f863bf27f21025c7b5cb4136",0
"11/8/2019 12:42","fraud_Bahringer Group","health_fitness",37.56,"M","Mount Hope","AL",1312,"Librarian, academic","2/1/1955","fb9245d0c12bb95596feedf590a33af5",0
"5/26/2019 12:35","fraud_Schoen-Quigley","kids_pets",277.66,"F","Mifflin","PA",1909,"Mining engineer","8/22/1954","262f830c536b60442bd592557dc28335",0
"5/17/2019 13:06","fraud_Ruecker-Mayert","kids_pets",42.78,"M","Oaks","PA",737,"Oceanographer","4/24/1987","df55c6ea2d75468e703bb0d57707f961",0
"12/22/2019 17:40","fraud_Champlin-Casper","home",4.81,"F","Centerview","MO",2368,"Electronics engineer","7/17/1989","1da48cc6f067830a702fdc0b0841b36c",0
"10/26/2019 15:55","fraud_Quitzon-Goyette","home",25.73,"M","Ruth","NV",450,"Interpreter","8/24/1946","d4ee350d4a1835e6f41223ac8c988ede",0
"4/17/2019 19:12","fraud_Berge-Hills","kids_pets",19.31,"F","Prairie Hill","TX",263,"Barrister","5/30/1956","c3777f81c52388d06073dace9b1a3357",0
"1/22/2019 0:57","fraud_Kunze Inc","grocery_pos",238.03,"F","Sherman","TX",46563,"Systems developer","9/11/1970","9d18f451f955f1704748b932b97ed602",0
"12/30/2019 5:13","fraud_Auer-Mosciski","grocery_pos",159.1,"F","Dexter","KS",602,"Buyer, industrial","10/26/1958","52f4fd0399a13bcce0ac25da65a2b4d2",0
